Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2013","2013","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2014","2014","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2015","2015","1000 t","11","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2016","2016","1000 t","11","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2017","2017","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2018","2018","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2019","2019","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2020","2020","1000 t","6","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2905","Cereals - Excluding Beer","2021","2021","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2010","2010","1000 t","295","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2011","2011","1000 t","293","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2012","2012","1000 t","300","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2013","2013","1000 t","294","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2014","2014","1000 t","280","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2015","2015","1000 t","275","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2016","2016","1000 t","275","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2017","2017","1000 t","275","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2018","2018","1000 t","240","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2019","2019","1000 t","233","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2020","2020","1000 t","233","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2511","Wheat and products","2021","2021","1000 t","225","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2010","2010","1000 t","448","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2011","2011","1000 t","488","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2012","2012","1000 t","446","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2013","2013","1000 t","459","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2014","2014","1000 t","443","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2015","2015","1000 t","438","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2016","2016","1000 t","467","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2017","2017","1000 t","371","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2018","2018","1000 t","380","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2019","2019","1000 t","399","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2020","2020","1000 t","398","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2511","Wheat and products","2021","2021","1000 t","372","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2010","2010","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2011","2011","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2012","2012","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2013","2013","1000 t","8","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2014","2014","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2015","2015","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2016","2016","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2017","2017","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2018","2018","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2019","2019","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2020","2020","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2511","Wheat and products","2021","2021","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2807","Rice and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2010","2010","1000 t","34","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2011","2011","1000 t","31","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2012","2012","1000 t","38","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2013","2013","1000 t","36","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2014","2014","1000 t","37","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2015","2015","1000 t","36","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2016","2016","1000 t","40","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2017","2017","1000 t","33","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2018","2018","1000 t","41","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2019","2019","1000 t","36","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2020","2020","1000 t","26","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2807","Rice and products","2021","2021","1000 t","41","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2807","Rice and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2010","2010","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2011","2011","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2012","2012","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2013","2013","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2014","2014","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2015","2015","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2016","2016","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2017","2017","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2018","2018","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2019","2019","1000 t","8","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2020","2020","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2513","Barley and products","2021","2021","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2010","2010","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2011","2011","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2012","2012","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2013","2013","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2014","2014","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2015","2015","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2016","2016","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2017","2017","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2018","2018","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2019","2019","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2020","2020","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2513","Barley and products","2021","2021","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2513","Barley and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2513","Barley and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2513","Barley and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2513","Barley and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2513","Barley and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2010","2010","1000 t","362","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2011","2011","1000 t","366","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2012","2012","1000 t","360","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2013","2013","1000 t","372","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2014","2014","1000 t","380","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2015","2015","1000 t","380","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2016","2016","1000 t","380","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2017","2017","1000 t","381","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2018","2018","1000 t","391","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2019","2019","1000 t","389","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2020","2020","1000 t","399","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2514","Maize and products","2021","2021","1000 t","414","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2010","2010","1000 t","119","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2011","2011","1000 t","107","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2012","2012","1000 t","101","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2013","2013","1000 t","129","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2014","2014","1000 t","109","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2015","2015","1000 t","123","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2016","2016","1000 t","141","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2017","2017","1000 t","113","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2018","2018","1000 t","146","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2019","2019","1000 t","176","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2020","2020","1000 t","165","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2514","Maize and products","2021","2021","1000 t","146","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2514","Maize and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2514","Maize and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2514","Maize and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2514","Maize and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2514","Maize and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2514","Maize and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2514","Maize and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2010","2010","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2011","2011","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2012","2012","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2013","2013","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2014","2014","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2015","2015","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2016","2016","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2017","2017","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2018","2018","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2019","2019","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2020","2020","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2515","Rye and products","2021","2021","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2515","Rye and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2515","Rye and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2515","Rye and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2515","Rye and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2515","Rye and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2010","2010","1000 t","27","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2011","2011","1000 t","30","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2012","2012","1000 t","27","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2013","2013","1000 t","27","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2014","2014","1000 t","30","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2015","2015","1000 t","30","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2016","2016","1000 t","32","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2017","2017","1000 t","34","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2018","2018","1000 t","35","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2019","2019","1000 t","33","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2020","2020","1000 t","36","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2516","Oats","2021","2021","1000 t","33","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2010","2010","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2011","2011","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2013","2013","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2015","2015","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5611","Import Quantity","S2516","Oats","2021","2021","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2516","Oats","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","008","Albania","5911","Export Quantity","S2516","Oats","2019","2019","1000 t","0","I","Imputed value"
